Marca,Modelo,Variante,Descripcion,Sinonimo
CHERY,ARAUCA,ARAUCA,CONECTOR PLATICO DE CARCASA,"conector electrico, empalme"
CHERY,ARAUCA,ARAUCA,CONETA ALTA,"corneta, bocina, claxon"
CHERY,ARAUCA,ARAUCA,CONETA BAJA,"corneta, bocina, claxon"
CHERY,ARAUCA,ARAUCA,CONTRO SOLO DE ARAUCA SIN LLAVE,"control eleva vidrio, motor de vidrio"
CHERY,ARAUCA,ARAUCA,COPA CAJA 25X28 ORIGINAL,copa de caja de velocidades
CHERY,ARAUCA,ARAUCA,COPA CAJA 21*25 USA TRICETA X1,copa de caja de velocidades
CHERY,ARAUCA,ARAUCA,CORREA DE AIRE ORIGINAL ( COMPRESOR),"correo, banda, faja"
CHERY,ARAUCA,ARAUCA,CORREA DE ALTERNADOR ORIGINAL,"correo, banda, faja"
CHERY,ARAUCA,ARAUCA,CORREA TIEMPO  MARCA CHERY CLASE A,"correo, banda, faja"
CHERY,ARAUCA,ARAUCA,CORREA TIEMPO  DOBLE COSTURA NOMAL,"correo, banda, faja"
CHERY,ARAUCA,ARAUCA,CORREA TIEMPO ORIGINAL DOBLE COSTURA ARAUCA,"correo, banda, faja"
CHERY,ARAUCA,ARAUCA,CROCHERA CON ROLINERA DE COMPRESOR  ORIGINAL,"soporte de embrague, horquilla de clutch"
CHERY,ARAUCA,ARAUCA,CUERPO ACELERECION  ORIGINAL,"cuerpo de aceleracion, throttle body"
CHERY,ARAUCA,ARAUCA,CUNA,"cuna de motor, base de motor"
CHERY,ARAUCA,ARAUCA,DISCO CROCHET VALEO CON CAJA CHERY,disco de freno
CHERY,ARAUCA,ARAUCA,DISCO FRENO  ORIGINAL,disco de freno
CHERY,ARAUCA,ARAUCA,ELECTROVENTILADOR  ORIGINAL,"electro, ventilador electrico, abanico electrico"
CHERY,ARAUCA,ARAUCA,ELEVA VIDRIO DELANTERO DERECHO,"eleva vidrio, vidrio electrico"
CHERY,ARAUCA,ARAUCA,ELEVA VIDRIO DELANTERO IZQUIERDA ORIGINAL,"eleva vidrio, vidrio electrico"
CHERY,ARAUCA,ARAUCA,ELEVAVIDRIO TRASERA DERECHA,"control eleva vidrio, motor de vidrio, vidrio electrico"
CHERY,ARAUCA,ARAUCA,ELEVAVIDRIO TRASERA IZQ,"control eleva vidrio, motor de vidrio, vidrio electrico"
CHERY,ARAUCA,ARAUCA,EMPACADURA DE BOMBA ACEITE ORIGINAL,"empacadula, junta de motor, empaque"
CHERY,ARAUCA,ARAUCA,EMPACADURA DE BOMBA AGUA ORIGINAL,"empacadula, junta de motor, empaque"
CHERY,ARAUCA,ARAUCA,EMPACADURA DE CAMARA AMIENTO,"empacadula, junta de motor, empaque"
CHERY,ARAUCA,ARAUCA,EMPACADURA DE CAMARA METALICA,"empacadula, junta de motor, empaque"
CHERY,ARAUCA,ARAUCA,EMPACADURA TAPA VALVULA MORADA,"empacadula, junta de motor, empaque"
CHERY,ARAUCA,ARAUCA,EMPACADURA TAPA VALVULA ORIGINAL FINA,"empacadula, junta de motor, empaque"
CHERY,ARAUCA,ARAUCA,ENGRANAJES IMPULSOR 3 ERA 37,"engranaje, piñones, coronas"
CHERY,ARAUCA,ARAUCA,ENGRANAJES IMPULSOR 4TA 33,"engranaje, piñones, coronas"
CHERY,ARAUCA,ARAUCA,ENGRANAJES IMPULSOR 5TA 32,"engranaje, piñones, coronas"
CHERY,ARAUCA,ARAUCA,ENGRANAJES PRINCIPA  5TA 37 X1,"engranaje, piñones, coronas"
CHERY,ARAUCA,ARAUCA,ENGRANAJES PRINCIPAL 3ERA 26 X1,"engranaje, piñones, coronas"
CHERY,ARAUCA,ARAUCA,ENGRANAJES PRINCIPAL 4TA 31 X1,"engranaje, piñones, coronas"
CHERY,ARAUCA,ARAUCA,ENVASE O TANQUE DE AGUA  ORIGINAL,"deposito, tanque reservorio"
CHERY,ARAUCA,ARAUCA,ESPARRAGO RUEDA CON TUERCA  (4 Y 4) ORIGINAL,"birlo largo, prisionero"
CHERY,ARAUCA,ARAUCA,ESPEJO RETROVISOR INTENO CENTRAL,"retrovisor, espejo lateral"
CHERY,ARAUCA,ARAUCA,ESPIRALES DELANTEROS  C/U APLICA QQ6,"resortes helicoidales, muelles espirales"
CHERY,ARAUCA,ARAUCA,ESPIRALES TRASEROS  C/U APLICA QQ6,"resortes helicoidales, muelles espirales"
CHERY,ARAUCA,ARAUCA,ESTOPERA ARBOL LEVA  PLANTA C/U,"estopela, reten, sello de aceite"
CHERY,ARAUCA,ARAUCA,ESTOPERA  CAJA ORIGINAL,"estopela, reten, sello de aceite"
CHERY,ARAUCA,ARAUCA,ESTOPERA DELANTERO CIGÜEÑAL,"estopela, reten, sello de aceite"
CHERY,ARAUCA,ARAUCA,ESTOPERA TRASERA CIGÜEÑAL,"estopela, reten, sello de aceite"
CHERY,ARAUCA,ARAUCA,EVAPORADOR  ORIGINAL,"evaporador de aire acondicionado, serpentin de ac"
CHERY,ARAUCA,ARAUCA,FARO  DERECHO,"luz delantera, optico"
CHERY,ARAUCA,ARAUCA,FARO  IZQUIERDO,"luz delantera, optico"
CHERY,ARAUCA,ARAUCA,FILTRO DE AIRE  ORIGINAL,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
CHERY,ARAUCA,ARAUCA,FILTRO DE BAMBA GASOLINA INTERNA REDONDO,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
CHERY,ARAUCA,ARAUCA,FITRO ACEITE ORIGINAL,filtro
CHERY,ARAUCA,ARAUCA,FITRO GASOLINA ORIGINAL CHERY,filtro
CHERY,ARAUCA,ARAUCA,FITRO SECADOR DE AIRE  ORIGINAL,filtro
CHERY,ARAUCA,ARAUCA,FLEXIBLE  ORIGINAL,"manguera flexible, tuberia flexible"
CHERY,ARAUCA,ARAUCA,"FLOTANTE DE BOMBA GASOLINA ,","flotatante, sensor de nivel, boya de gasolina"
CHERY,ARAUCA,ARAUCA,GOMAS AMORTIGUADOR  ORIGINAL,"goma, bujes, empaques de goma"
CHERY,ARAUCA,ARAUCA,GOMAS DE ESCAPE FLEXIBLE ORIGINAL,"goma, bujes, empaques de goma"
CHERY,ARAUCA,ARAUCA,GOMAS NEGRO REDONDO PARA GASOLINA ORIGINAL,"goma, bujes, empaques de goma"
CHERY,ARAUCA,ARAUCA,GORROS O GOMAS VALVULA  COLOR NEGRO,"tapas de ruedas, gorros de rueda"
CHERY,ARAUCA,ARAUCA,GORROS O GOMAS VALVULA MARCA SKF ORIGINAL PLANTA,"tapas de ruedas, gorros de rueda"
CHERY,ARAUCA,ARAUCA,GUARDA POLVO CAJETIN  C/U,"guardapolvo, fuelle"
CHERY,ARAUCA,ARAUCA,GUARDAPOLVO AMORTIGUADOR DELANTERO ORIGINAL C/U,"guada, guadarpolvo, guarda, fuelle"
CHERY,ARAUCA,ARAUCA,GUAYA DE CROCHET  ORIGINAL GANCHO METALICA,"cable de embrague, guaya de clutch"
CHERY,ARAUCA,ARAUCA,GUAYA DE CROCHET  PLANTA GANCHO PLATICO,"cable de embrague, guaya de clutch"
CHERY,ARAUCA,ARAUCA,GUAYA DE VELOCIDAD,"cable de velocidad, guaya de cambios"
CHERY,ARAUCA,ARAUCA,GUIA DE VALVULA  ORIGINAL (JUEGO 16),guia de valvula del motor
CHERY,ARAUCA,ARAUCA,HORQUILLA 1Y2,"horquilla de suspension, brazo inferior"
CHERY,ARAUCA,ARAUCA,HORQUILLA 3Y4,"horquilla de suspension, brazo inferior"
CHERY,ARAUCA,ARAUCA,HORQUILLA 5TA Y RETROCESO,"horquilla de suspension, brazo inferior"
CHERY,ARAUCA,ARAUCA,HORQUILLA DE PALANCA LIBERADORA,"horquilla de suspension, brazo inferior"
CHERY,ARAUCA,ARAUCA,INYETOR  ORIGINAL C/U,inyector
CHERY,ARAUCA,ARAUCA,JUEGO CILINDRO CON LLAVE SIN CONTRO Y CHIP,juego de cilindros de freno
CHERY,ARAUCA,ARAUCA,JUEGO DE EMPACADURA CON TAPA VAL FINA NEGRA,"juego de empacaduras, kit de empacaduras"
CHERY,ARAUCA,ARAUCA,JUEGO DE EMPACADURA CON TAPA VAL MORADA,"juego de empacaduras, kit de empacaduras"
CHERY,ARAUCA,ARAUCA,JUEGO VALVULA ADMISION  (8),juego de valvulas del motor
CHERY,ARAUCA,ARAUCA,JUEGO VALVULA ESCAPE   (8),juego de valvulas del motor
CHERY,ARAUCA,ARAUCA,KIT DE TIEMPO ORIGINAL DOBLE COSTURA,kit de tiempo o distribucion
CHERY,ARAUCA,ARAUCA,KIT CROCHET ORIGINAL VALEO CON CAJA CHERY,"kit de embrague, kit de clutch"
CHERY,ARAUCA,ARAUCA,KIT DE REPARACION CAJETIN  ORIGINAL,kit de reparacion
CHERY,ARAUCA,ARAUCA,KIT DE REPARACION DE CALIPER ORIGINAL (2 PIEZAS),kit de reparacion
CHERY,ARAUCA,ARAUCA,KIT GOMA COPA CAJA  C/U,kit de gomas o bujes
CHERY,ARAUCA,ARAUCA,KIT GOMA PUNTA TRIPOIDE  C/U,kit de gomas o bujes
CHERY,ARAUCA,ARAUCA,LAME VIDRIO DEL. DER. AR,"laminas, cepillo limpiaparabrisas"
CHERY,ARAUCA,ARAUCA,LAME VIDRIO DEL. IZQ. AR,"laminas, cepillo limpiaparabrisas"
CHERY,ARAUCA,ARAUCA,LAME VIDRIO TRA. DER. AR,"laminas, cepillo limpiaparabrisas"
CHERY,ARAUCA,ARAUCA,LAME VIDRIO TRA. IZQ. AR,"laminas, cepillo limpiaparabrisas"
CHERY,ARAUCA,ARAUCA,LAPIZ DELANTE  C/U,"sensor lapiz, sonda"
CHERY,ARAUCA,ARAUCA,LLAVE VIGEN SOLA,"llave virgen, control remoto virgen"
CHERY,ARAUCA,ARAUCA,LOGO DE CHERY,"emblema chery, insignia chery"
CHERY,ARAUCA,ARAUCA,MAGUERA DE BOMBA DIRECCION  ALTA (LARGO),manguera de bomba
CHERY,ARAUCA,ARAUCA,MAGUERA DE BOMBA DIRECCION  BAJA,manguera de bomba
CHERY,ARAUCA,ARAUCA,MAGUERA DE CALEFACCION (TIPO 7)  1014211,manguera de calefaccion
CHERY,ARAUCA,ARAUCA,MAGUERA DE CALEFACCION  COMPLETO,manguera de calefaccion
CHERY,ARAUCA,ARAUCA,MAGUERA DE CALEFACCION LARGA  1014231,manguera de calefaccion
CHERY,ARAUCA,ARAUCA,MAGUERA DE CALEFACCION MAS FINITA 1014241,manguera de calefaccion
CHERY,ARAUCA,ARAUCA,MAGUERA DE CARCASA A CUERPO ACELERECION,manguera de carcasa
CHERY,ARAUCA,ARAUCA,MAGUERA DE PLATICO DE CARCASA TIPO S,manguera plastica
CHERY,ARAUCA,ARAUCA,MAGUERA DE RADIADOR  INFERIOR  1303111,manguera de radiador
CHERY,ARAUCA,ARAUCA,MAGUERA DE RADIADOR SUPERIOR   1303211,manguera de radiador
CHERY,ARAUCA,ARAUCA,MANDO DE SUBIR Y BAJAR VIDRIO,"control remoto, mando a distancia"
CHERY,ARAUCA,ARAUCA,MANDO DE SUBIR Y BAJAR VIDRIO PRINCIPAL,"control remoto, mando a distancia"
CHERY,ARAUCA,ARAUCA,MANGUERA FRENO DELANTERA 6010,manguera de freno
CHERY,ARAUCA,ARAUCA,MANGUERA FRENO TRASERA 6070,manguera de freno
CHERY,ARAUCA,ARAUCA,MANGUERA T PLATICO CON VALVULA PCV,manguera en forma de t
CHERY,ARAUCA,ARAUCA,MANILLAS DELANTERO EXTERNA DERECHA ORIGINAL,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MANILLAS DELANTERO EXTERNA IZQ ORIGINAL,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MANILLAS DELANTERO INTENA DER ORIGINAL,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MANILLAS DELANTERO INTENA IZQ ORIGINAL,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MANILLAS TRASERA EXTERNA DERECHA ORIGINAL,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MANILLAS TRASERA EXTERNA IZQ ORIGINAL,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MANILLAS TRASERA INTERNA DER ORIGINA,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MANILLAS TRASERA INTERNA IZQ ORIGINAL,"manijas, agarraderas, manillas de puerta"
CHERY,ARAUCA,ARAUCA,MARTILLO (16),"martillo neumatico, percutor"
CHERY,ARAUCA,ARAUCA,MECANISMO LIMPIAPARABRISAS DELANTERO,"mecanismo de limpiaparabrisas, varillaje de wiper"
CHERY,ARAUCA,ARAUCA,MECANISMO O PALANCA FRENO MANO COMPLETA,mecanismo de palanca de cambios
CHERY,ARAUCA,ARAUCA,MESETA DELANTERA DERECHA  C/U,"plato de clutch, meseta de embrague"
CHERY,ARAUCA,ARAUCA,MESETA DELANTERA IZQUIERDA C/U,"plato de clutch, meseta de embrague"
CHERY,ARAUCA,ARAUCA,MESETA TRASERA DERECHA ORIGINAL C/U,"plato de clutch, meseta de embrague"
CHERY,ARAUCA,ARAUCA,MESETA TRASERA IZQUIERDA ORIGINAL C/U,"plato de clutch, meseta de embrague"
CHERY,ARAUCA,ARAUCA,MODULO ABS,modulo de frenos abs
CHERY,ARAUCA,ARAUCA,MODULO DE CONTROL CON DOS CONTROL,"modulo de control, computadora chica"
CHERY,ARAUCA,ARAUCA,MODULO INMOVILIZADOR  ETIQUETA VERDE,"modulo de seguridad, modulo antirrobo"
CHERY,ARAUCA,ARAUCA,MOTOR DE LIMPIA PARABRISA,"motor limpiaparabrisas, motor de wiper"
CHERY,ARAUCA,ARAUCA,MOZO DELANTERO,"rotula, terminal de direccion"
CHERY,ARAUCA,ARAUCA,MOZO TRASERA  CJB ORIGINAL,"rotula, terminal de direccion"
CHERY,ARAUCA,ARAUCA,MOZO TRASERA SIN ABS Y ESPARAGO,"rotula, terminal de direccion"
CHERY,ARAUCA,ARAUCA,MULTIPLES ESCAPE,"multiples de admision, multiples de escape"
CHERY,ARAUCA,ARAUCA,ORIN DE ADMISION,"orin de puerta, bisagra"
CHERY,ARAUCA,ARAUCA,ORIN DE BOMBA ACEITE,"orin de puerta, bisagra"
CHERY,ARAUCA,ARAUCA,PALANCA NEGRO DE SEGURO PUERTA,palanca de cambios negra
CHERY,ARAUCA,ARAUCA,PARACHOQUE DELANTERO,"parachoques, defensa, bumper, bumera"
CHERY,ARAUCA,ARAUCA,PARRILLA O REJILLA DE CAPOT,"rejilla frontal, grill"
CHERY,ARAUCA,ARAUCA,PASTILLA FRENO DELANTERO  CON CAJA CHERY,"balata, pastillas de freno"
CHERY,ARAUCA,ARAUCA,PASTILLA FRENO DELANTERO  PLANTA CAJ AZUL,"balata, pastillas de freno"
CHERY,ARAUCA,ARAUCA,PEDAL ACELERACION COMPLETO,"pedal del acelerador, pedal de gas"
CHERY,ARAUCA,ARAUCA,PEDALERA,conjunto de pedales
CHERY,ARAUCA,ARAUCA,PILA GASOLINA  MARCA KG PICO MARRON,"bateria, acumulador"
CHERY,ARAUCA,ARAUCA,PILA GASOLINA BOSCH PICO NEGRO,"bateria, acumulador"
CHERY,ARAUCA,ARAUCA,PILA GASOLINA BOSCH PICO VERDE,"bateria, acumulador"
CHERY,ARAUCA,ARAUCA,PILA GASOLINA  MARCA CHERY PICO MARRON,"bateria, acumulador"
CHERY,ARAUCA,ARAUCA,PILA GASOLINA TENSO,"bateria, acumulador"
CHERY,ARAUCA,ARAUCA,PISTON STD ORIGINAL,"pistones, embolo"
CHERY,ARAUCA,ARAUCA,"PISTON 0.10/0,25","pistones, embolo"
CHERY,ARAUCA,ARAUCA,PISTON 0.20/0.50,"pistones, embolo"
CHERY,ARAUCA,ARAUCA,PISTON 0.30/0.75   CON ANILLOS,"pistones, embolo"
CHERY,ARAUCA,ARAUCA,PISTON 0.40/1.00   CON ANILLOS,"pistones, embolo"
CHERY,ARAUCA,ARAUCA,PLANETARIO DE ARRANQUE,"engranaje planetario, diferencial planetario"
CHERY,ARAUCA,ARAUCA,PLATO BASE FRENO DER CON BANDA Y CILINDRO,plato base de embrague
CHERY,ARAUCA,ARAUCA,PLATO BASE FRENO  IZQ CON BANDA Y CILINDRO,plato base de embrague
CHERY,ARAUCA,ARAUCA,PLATO CROCHET VALEO CON CAJA CHERY,"plato de embrague, plato de clutch"
CHERY,ARAUCA,ARAUCA,POLEA DE CORREA TIEMPO ORIGINAL,"polea de correa, polea de alternador"
CHERY,ARAUCA,ARAUCA,POMO PALANCA  ORIGINAL,"pomo de palanca, perilla de cambios"
CHERY,ARAUCA,ARAUCA,PUNTA TRIPOIDE 21X23 ORIGINAL,"punta trioide, homocinetica interna"
CHERY,ARAUCA,ARAUCA,RADIADOR  CHERY,"radiador de agua, panal"
CHERY,ARAUCA,ARAUCA,REGULADOR DE ALTERNADOR ORIGINAL,"regurador, regulador de alternador, regulador de voltaje"
CHERY,ARAUCA,ARAUCA,REGULADOR PARA BOMBA GASOLINA NOMAL,"regurador, regulador de alternador, regulador de voltaje"
CHERY,ARAUCA,ARAUCA,REGURADOR PARA BOMBA GASOLINA ORIGINAL,regulador
CHERY,ARAUCA,ARAUCA,REJILLA AIRE CENTRAL,"parrilla, rejilla de aire"
CHERY,ARAUCA,ARAUCA,REJILLA AIRE DER AR,"parrilla, rejilla de aire"
CHERY,ARAUCA,ARAUCA,REJILLA AIRE IZQ AR,"parrilla, rejilla de aire"
CHERY,ARAUCA,ARAUCA,RELE 19  C/U,"rele electrico, relay"
CHERY,ARAUCA,ARAUCA,RELE 21  C/U,"rele electrico, relay"
CHERY,ARAUCA,ARAUCA,RELE 53 ( 4 PATA),"rele electrico, relay"
CHERY,ARAUCA,ARAUCA,RELE NEGRO MAS PER QUE RELE 53 (4 PATA),"rele electrico, relay"
CHERY,ARAUCA,ARAUCA,RETROVISOR DERECHO,"espejo, espejo lateral"
CHERY,ARAUCA,ARAUCA,RETROVISOR IZQUIERDO,"espejo, espejo lateral"
CHERY,ARAUCA,ARAUCA,RINER ARAUCA C/U,"riner de puerta, canal de vidrio"
CHERY,ARAUCA,ARAUCA,RINER ARAUCA C/U,"riner de puerta, canal de vidrio"
CHERY,ARAUCA,ARAUCA,ROCIADOR DE ACEITE,"rociador de limpiaparabrisas, boquilla lavaparabrisas"
CHERY,ARAUCA,ARAUCA,RODAMIENTO DELANTERO ORIGINAL DE PLANTA  CJB,"rolinera, bearing"
CHERY,ARAUCA,ARAUCA,ROLINERA AGUJA DE CAJA 1/2,"rodamiento, bearing"
CHERY,ARAUCA,ARAUCA,ROLINERA AGUJA DE CAJA 3/4,"rodamiento, bearing"
CHERY,ARAUCA,ARAUCA,ROLINERA AGUJA DE CAJA 5,"rodamiento, bearing"
CHERY,ARAUCA,ARAUCA,ROLINERA AMORTIGUADOR,"rodamiento, bearing"
CHERY,ARAUCA,ARAUCA,ROLINERA CAJA  30206 (SALI DEL),"rodamiento, bearing"
CHERY,ARAUCA,ARAUCA,ROLINERA CAJA  32205 (SALI TRASERA),"rodamiento, bearing"
CHERY,ARAUCA,ARAUCA,ROTULA  ORIGINAL,"rotula de suspension, terminal, punta de eje, mozo"
CHERY,ARAUCA,ARAUCA,SAPITO LIMPIA PARABRISA  C/U,"conector sapito, empalme electrico"
CHERY,ARAUCA,ARAUCA,SELENOIDES CON CERRADURA DE PUERTA DELNTERO IZQ,"selenoide, solenoides"
CHERY,ARAUCA,ARAUCA,SELENOIDES CON CERRADURA PUERTA DELNTERO DERECHA,"selenoide, solenoides"
CHERY,ARAUCA,ARAUCA,SELENOIDES CON CERRADURA PUERTA TRASERA DERECHA,"selenoide, solenoides"
CHERY,ARAUCA,ARAUCA,SELENOIDES CON CERRADURA PUERTA TRASERA IZQ,"selenoide, solenoides"
CHERY,ARAUCA,ARAUCA,SENSOR DE ABS DELANTERO DERECHA  C/U,sensor de frenos abs
CHERY,ARAUCA,ARAUCA,SENSOR DE ABS DELANTERO IZQ   C/U,sensor de frenos abs
CHERY,ARAUCA,ARAUCA,SENSOR DE ABS TRASERA DERECHA  C/U,sensor de frenos abs
CHERY,ARAUCA,ARAUCA,SENSOR DE ABS TRASERA IZQ  C/U,sensor de frenos abs
CHERY,ARAUCA,ARAUCA,SENSOR DE ARBOL DE LEVA  BOSCH ORIGINAL,sensor de arbol de leva
CHERY,ARAUCA,ARAUCA,SENSOR DE CIGUEÑAL  BOSCH,sensor de cigueñal
CHERY,ARAUCA,ARAUCA,SENSOR DETONACION GOLPETEO,"sensor de golpeteo, sensor knock"
CHERY,ARAUCA,ARAUCA,SENSOR MAF  ORIGINAL BOSCH,sensor de flujo de aire
CHERY,ARAUCA,ARAUCA,SENSOR OXIGENO  ORIGINAL,"sonda lambda, sensor de oxigeno"
CHERY,ARAUCA,ARAUCA,SENSOR VELOCIDAD O ODOMETRO ORIGINAL,sensor de velocidad
CHERY,ARAUCA,ARAUCA,SINCRONIZADOR 1/2TA CAJA,"sincronizador de caja, cubo sincronizador"
CHERY,ARAUCA,ARAUCA,SINCRONIZADOR 3/4TA CAJA,"sincronizador de caja, cubo sincronizador"
CHERY,ARAUCA,ARAUCA,SINCRONIZADOR 5TA CAJA,"sincronizador de caja, cubo sincronizador"
CHERY,ARAUCA,ARAUCA,STOP DERECHA  CON BOMBILLOS,"luz trasera, calavera"
CHERY,ARAUCA,ARAUCA,STOP IZQ  CON BOMBILLOS,"luz trasera, calavera"
CHERY,ARAUCA,ARAUCA,TAMBOR TRASERA ARAUCA C/U,tambor de freno
CHERY,ARAUCA,ARAUCA,TANQUE DE GASOLINA CON BOMBA Y MANGUERA,"deposito, tanque de gasolina"
CHERY,ARAUCA,ARAUCA,TANQUE RADIADOR INFERIO NEGRO  ORIGINAL,"deposito, tanque de gasolina"
CHERY,ARAUCA,ARAUCA,TANQUE RADIADOR SUPERIO NEGRO  ORIGINAL,"deposito, tanque de gasolina"
CHERY,ARAUCA,ARAUCA,TAPA ACEITE NEGRO,tapa de aceite del motor
CHERY,ARAUCA,ARAUCA,TAPA BLANCA DE BOMBA GASOLINA,tapa blanca de motor
CHERY,ARAUCA,ARAUCA,TAPA DE KIT DE CORREA TIEMPA EXTERNA  (2),tapa de kit
CHERY,ARAUCA,ARAUCA,TAPA DE TANQUE GASOLINA NEGRO,tapa de tanque de gasolina
CHERY,ARAUCA,ARAUCA,TAPA NEGRO DE BOMBA GASOLINA,tapa negra de motor
CHERY,ARAUCA,ARAUCA,TAPA RADIADOR ORIGINAL,tapa de radiador
CHERY,ARAUCA,ARAUCA,TAPA DE REJILLA AIRE DE CENTRAL ARAUCA,tapa de rejilla
CHERY,ARAUCA,ARAUCA,TAPA SOL DER  ORIGINAL,"visera, parasol"
CHERY,ARAUCA,ARAUCA,TAPA SOL IZQ  ORIGINAL,"visera, parasol"
CHERY,ARAUCA,ARAUCA,TAPA VALVULA  COMPLETO,tapa de valvulas del motor
CHERY,ARAUCA,ARAUCA,TAPITA DE RINES  CHERY ORIGINAL PLANTA C/U,"tapones de rines, copas de rines"
CHERY,ARAUCA,ARAUCA,TAPITA RIN  COLOR NEGRO TRAE LETRA R (TRAE 4),"tapon de rin, copa de rin"
CHERY,ARAUCA,ARAUCA,TAQUETES,"taquete, levantaválvulas, buzos"
CHERY,ARAUCA,ARAUCA,TENSOR DE CORREA TIEMPO ORIGINAL  (NTN),"tensor de correa, polea tensora"
CHERY,ARAUCA,ARAUCA,TENSOR TIEMPO ORIGINAL CON TIJERAS (NTN),"tensor de correa, polea tensora"
CHERY,ARAUCA,ARAUCA,TERMINAL  ORIGINAL,terminal de direccion
CHERY,ARAUCA,ARAUCA,TERMOSTATO  ORIGINAL,"termotasto, termostato de agua"
CHERY,ARAUCA,ARAUCA,TOMA DE TERMOSTATO O AGUA  ORIGINAL,"toma del termostato, carcasa del termostato"
CHERY,ARAUCA,ARAUCA,TORNILLOS DE CAMARA  (LARGO NEGRO) C/U,"birlos, pernos"
CHERY,ARAUCA,ARAUCA,TORNILLOS DE CARTER MOTOR,"birlos, pernos"
CHERY,ARAUCA,ARAUCA,TUBERIA DE AGUA PRINCIPAL ARAUCA ORIGINAL,"tuberia de agua, manguera de agua"
CHERY,ARAUCA,ARAUCA,VALVULA DE EXPANCION X1,"valvula de expansion, valvula de aire acondicionado"
CHERY,ARAUCA,ARAUCA,VALVULA DE FRENO  ORIGINAL,valvula de freno
CHERY,ARAUCA,ARAUCA,VALVULA DE PRESOSTATICA AIRE,valvula presostatica de aire acondicionado
CHERY,ARAUCA,ARAUCA,VALVULA DIRECCION HIDRAULICA (QQ6),valvula de direccion hidraulica
CHERY,ARAUCA,ARAUCA,VALVULA EGR DE GASES,"valvula egr, recirculacion de gases"
CHERY,ARAUCA,ARAUCA,VALVULA PCV  ORIGINAL,"valvula pcv, valvula de gases de carter"
CHERY,ARAUCA,ARAUCA,VALVULA PEDAL DE CROCHET,"valvula de pedal, valvula de freno"
CHERY,ARAUCA,ARAUCA,VALVULA PRESION ACEITE LARGA,valvula de presion de aceite o aire
CHERY,ARAUCA,ARAUCA,VALVULA PRESION ACEITE CORTA,valvula de presion de aceite o aire
CHERY,ARAUCA,ARAUCA,VALVULA RETROCESO  ORIGINAL,valvula de reversa
CHERY,ARAUCA,ARAUCA,VALVULA TEMPERATURA ORIGINAL  BOSCH,valvula de temperatura
CHERY,ARAUCA,ARAUCA,VARILLA ACEITE,"varilla de aceite, bayoneta"
CHERY,ARAUCA,ARAUCA,Y PLATICO,
CHERY,ORINOCO,ORINOCO,ACOPLE DIRECCION  NEGRO,"acople de rueda, cubo de rueda, maza"
CHERY,ORINOCO,ORINOCO,ALTERNADOR  ORIGINAL,"dinamo, generador"
CHERY,ORINOCO,ORINOCO,AMORTIGUADOR DELANTERO CON ESPIRALES OR KG (EL PAR),"suspension, amortiguacion, shock"
CHERY,ORINOCO,ORINOCO,AMORTIGUADOR DELANTERO DERECHA  ORIGINAL,"suspension, amortiguacion, shock"
CHERY,ORINOCO,ORINOCO,AMORTIGUADOR DELANTERO IZQUIERDA  ORIGINAL,"suspension, amortiguacion, shock"
CHERY,ORINOCO,ORINOCO,AMORTIGUADOR TRASERA  ORIGINAL C/U,"suspension, amortiguacion, shock"
CHERY,ORINOCO,ORINOCO,AMORTIGUADOR MALETA ORIGINAL C/U,"suspension, amortiguacion, shock"
CHERY,ORINOCO,ORINOCO,ANILLOS ESTANDA  STD ORIGINAL,"aros de piston, rines de piston, segmentos"
CHERY,ORINOCO,ORINOCO,"ANILLOS 0.10/0,25 ORIGINAL","aros de piston, rines de piston, segmentos"
CHERY,ORINOCO,ORINOCO,ANILLOS 0.20/0.50 ORIGINAL,"aros de piston, rines de piston, segmentos"
CHERY,ORINOCO,ORINOCO,ANILLOS 0.30/0.75 CON JUEGO PISTON OR,"aros de piston, rines de piston, segmentos"
CHERY,ORINOCO,ORINOCO,ANILLOS 0.40/1.00 CON JUEGO PISTON OR,"aros de piston, rines de piston, segmentos"
CHERY,ORINOCO,ORINOCO,ANTENA  ORIGINAL,antenita
CHERY,ORINOCO,ORINOCO,ANTENA INMOVILIZADOR,antenita
CHERY,ORINOCO,ORINOCO,ANTINIEBLA  DER,"luz antiniebla derecha, faro antiniebla derecho, neblinero derecho"
CHERY,ORINOCO,ORINOCO,ANTINIEBLA  IZQ,"luz antiniebla izquierda, faro antiniebla izquierdo, neblinero izquierdo"
CHERY,ORINOCO,ORINOCO,ANTIRUIDO DE FRENO (1 RUEDA),"parachispas de freno, aislante de ruido de pastilla"
